Timestamp_Accel,SystemActivated,AccelX,AccelY,AccelZ,AccelX_KF,AccelY_KF,AccelZ_KF,Roll,Pitch,Yaw,Timestamp_GPS,Speed,Latitude,Longitude,Altitude,VerticalAccuracy,HorizontalAccuracy,Course,Difcourse
141.97,1.0,-0.001,0.031,0.011,0.017,0.028,0.01,-1.569,-0.012,0.402,139.89000000000001,89.7,40.533607,-3.431592,630.6,6,5,284.8,2.812
142.08,1.0,-0.04,0.015,-0.0,-0.009,0.027,0.004,-1.571,-0.015,0.402,139.89000000000001,89.7,40.533607,-3.431592,630.6,6,5,284.8,2.812
142.17,1.0,-0.018,0.007,0.026,-0.025,0.011,0.013,-1.573,-0.013,0.403,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.27,1.0,0.018,0.003,0.003,-0.007,0.01,0.013,-1.574,-0.012,0.403,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.37,1.0,0.037,0.0,0.018,0.017,0.007,0.012,-1.576,-0.011,0.404,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.47,1.0,0.0,0.017,0.004,0.019,0.005,0.013,-1.577,-0.005,0.404,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.57,1.0,-0.015,-0.015,0.0,-0.004,0.002,0.001,-1.577,-0.001,0.405,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.67,1.0,-0.047,-0.003,0.013,-0.024,-0.004,0.006,-1.579,0.004,0.406,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.79,1.0,-0.025,-0.042,-0.012,-0.028,-0.016,0.002,-1.581,0.007,0.407,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.88,1.0,-0.062,0.003,-0.022,-0.038,-0.019,-0.006,-1.581,0.006,0.407,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
142.97,1.0,-0.046,0.008,0.022,-0.051,-0.002,-0.012,-1.58,0.004,0.408,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
143.07,1.0,0.077,0.027,0.011,-0.002,0.008,0.02,-1.581,-0.0,0.409,140.91,88.8,40.533657,-3.431882,631.4,6,5,283.4,3.164
143.17,1.0,-0.009,-0.061,-0.023,0.027,-0.011,-0.006,-1.58,-0.001,0.41,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.28,1.0,-0.051,0.026,-0.005,-0.013,-0.005,-0.011,-1.581,-0.001,0.411,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.38,1.0,-0.041,0.021,0.011,-0.044,0.011,0.002,-1.581,-0.001,0.412,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.48,1.0,0.017,0.109,-0.002,-0.016,0.057,0.001,-1.579,-0.0,0.413,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.58,1.0,0.028,0.039,0.006,0.011,0.059,0.0,-1.578,0.001,0.414,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.68,1.0,-0.019,-0.011,0.006,0.004,0.028,0.007,-1.577,0.001,0.415,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.78,1.0,-0.021,0.038,0.004,-0.008,0.024,0.003,-1.578,0.001,0.416,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.88,1.0,-0.032,0.011,0.041,-0.028,0.015,0.018,-1.579,-0.001,0.416,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
143.98,1.0,-0.036,-0.002,0.028,-0.033,0.004,0.027,-1.58,-0.003,0.417,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
144.08,1.0,-0.047,-0.037,0.016,-0.037,-0.006,0.023,-1.58,-0.004,0.417,141.93,87.0,40.53371,-3.432174,633.5,6,5,281.6,3.164
144.18,1.0,0.015,0.009,0.034,-0.02,-0.009,0.027,-1.579,-0.004,0.418,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.28,1.0,0.033,0.066,0.004,0.012,0.026,0.021,-1.578,-0.004,0.417,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.38,1.0,-0.01,0.045,0.018,0.011,0.037,0.016,-1.577,-0.005,0.417,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.48,1.0,-0.046,-0.004,0.012,-0.018,0.026,0.015,-1.577,-0.006,0.418,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.59,1.0,-0.036,-0.012,0.042,-0.032,0.004,0.024,-1.577,-0.006,0.418,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.68,1.0,-0.019,-0.0,0.023,-0.031,-0.002,0.027,-1.583,-0.011,0.419,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.78,1.0,0.001,0.021,0.01,-0.009,0.005,0.017,-1.588,-0.023,0.419,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.88,1.0,-0.063,0.052,0.007,-0.031,0.031,0.013,-1.591,-0.033,0.418,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
144.98,1.0,-0.087,0.028,0.021,-0.063,0.032,0.016,-1.596,-0.037,0.416,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
145.08,1.0,-0.029,-0.002,0.026,-0.057,0.02,0.022,-1.6,-0.037,0.415,142.92000000000002,86.0,40.533749,-3.43246,634.2,6,5,280.2,3.164
145.19,1.0,0.008,-0.012,0.007,-0.021,0.001,0.019,-1.603,-0.044,0.414,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.28,1.0,0.003,0.008,0.01,-0.006,0.002,0.009,-1.604,-0.049,0.414,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.38,1.0,0.042,-0.003,0.033,0.018,-0.003,0.018,-1.603,-0.042,0.413,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.48,1.0,0.038,-0.006,0.0,0.03,-0.002,0.011,-1.601,-0.036,0.413,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.59,1.0,0.049,0.004,0.018,0.041,-0.003,0.018,-1.602,-0.033,0.412,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.68,1.0,-0.008,0.052,-0.008,0.026,0.022,0.007,-1.599,-0.034,0.412,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.79,1.0,-0.057,-0.032,-0.012,-0.022,0.002,-0.005,-1.598,-0.033,0.413,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.89,1.0,-0.082,-0.074,-0.003,-0.055,-0.035,-0.004,-1.599,-0.033,0.414,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
145.99,1.0,-0.02,-0.021,0.003,-0.044,-0.024,-0.008,-1.599,-0.034,0.414,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
146.09,1.0,0.009,-0.048,-0.039,-0.017,-0.037,-0.008,-1.597,-0.035,0.414,143.9,86.2,40.533779,-3.432745,635.1,6,5,278.4,3.164
146.2,1.0,0.021,-0.024,-0.028,0.009,-0.041,-0.031,-1.597,-0.036,0.413,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.29,1.0,-0.029,-0.037,0.01,-0.009,-0.039,-0.009,-1.598,-0.037,0.413,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.39,1.0,-0.009,0.054,-0.012,-0.013,0.006,-0.009,-1.598,-0.036,0.412,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.49,1.0,0.022,0.026,-0.001,0.001,0.027,-0.005,-1.596,-0.035,0.412,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.59,1.0,0.026,-0.042,-0.013,0.019,-0.006,-0.008,-1.595,-0.034,0.412,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.69,1.0,0.027,-0.02,0.004,0.025,-0.021,-0.004,-1.595,-0.033,0.412,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.79,1.0,-0.011,-0.002,0.001,0.012,-0.013,0.001,-1.593,-0.028,0.411,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
146.99,1.0,-0.044,-0.027,0.002,-0.021,-0.01,0.004,-1.588,-0.013,0.41,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
147.09,1.0,-0.05,-0.02,0.008,-0.038,-0.022,0.002,-1.589,-0.014,0.409,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
147.19,1.0,-0.043,-0.004,0.008,-0.05,-0.023,0.011,-1.59,-0.015,0.409,144.91,85.3,40.533802,-3.433023,635.9,6,5,276.3,3.867
147.29,1.0,-0.008,0.018,0.009,-0.029,0.008,0.004,-1.59,-0.014,0.409,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.39,1.0,0.0,0.044,0.018,-0.006,0.034,0.013,-1.59,-0.012,0.408,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.49,1.0,-0.01,0.019,0.032,-0.009,0.025,0.022,-1.591,-0.01,0.408,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.59,1.0,-0.015,-0.017,0.037,-0.009,0.006,0.031,-1.591,-0.009,0.407,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.69,1.0,0.004,-0.01,0.026,-0.009,-0.007,0.03,-1.592,-0.008,0.407,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.79,1.0,-0.008,-0.012,0.025,-0.005,-0.011,0.027,-1.596,-0.005,0.407,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
147.9,1.0,-0.037,-0.019,0.011,-0.016,-0.014,0.021,-1.598,-0.002,0.407,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
148.0,1.0,-0.053,0.007,0.023,-0.037,-0.007,0.018,-1.599,0.0,0.407,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
148.1,1.0,-0.03,0.02,0.025,-0.042,0.007,0.021,-1.601,0.001,0.406,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
148.2,1.0,0.027,0.032,0.024,-0.013,0.022,0.027,-1.602,0.004,0.406,145.91,86.6,40.533817,-3.433311,637.1,6,5,275.6,2.812
148.29,1.0,0.027,0.001,0.014,0.019,0.025,0.018,-1.602,0.005,0.406,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.4,1.0,-0.017,-0.018,0.018,0.009,-0.008,0.017,-1.602,0.007,0.406,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.5,1.0,-0.008,0.038,0.018,-0.004,0.006,0.017,-1.602,0.007,0.405,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.6,1.0,-0.034,0.043,0.002,-0.023,0.025,0.013,-1.604,0.005,0.405,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.7,1.0,0.008,0.046,0.005,-0.009,0.044,0.007,-1.602,-0.001,0.403,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.8,1.0,-0.023,0.035,0.0,-0.012,0.04,0.002,-1.601,-0.009,0.401,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
148.9,1.0,0.009,0.021,0.031,-0.007,0.028,0.012,-1.601,-0.008,0.399,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
149.0,1.0,-0.002,-0.002,0.015,-0.0,0.016,0.025,-1.603,-0.006,0.397,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
149.11,1.0,-0.003,0.021,0.021,-0.005,0.018,0.02,-1.602,-0.002,0.396,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
149.2,1.0,-0.043,0.064,-0.013,-0.014,0.028,0.009,-1.602,0.001,0.396,146.9,85.9,40.533829,-3.4336,638.3,6,5,274.6,1.758
149.31,1.0,-0.075,0.023,0.031,-0.042,0.033,0.005,-1.607,0.004,0.395,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.41,1.0,-0.039,-0.015,0.028,-0.06,0.015,0.025,-1.611,0.003,0.394,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.5,1.0,0.023,-0.019,0.0,-0.017,-0.005,0.018,-1.61,0.006,0.393,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.6,1.0,0.027,-0.007,0.009,0.011,-0.008,0.008,-1.611,0.003,0.392,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.7,1.0,0.019,-0.009,0.033,0.016,-0.008,0.019,-1.616,0.006,0.39,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.8,1.0,0.008,0.039,-0.019,0.013,0.009,0.007,-1.616,0.01,0.39,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
149.9,1.0,-0.021,0.073,-0.035,-0.001,0.047,-0.016,-1.613,0.012,0.389,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
150.0,1.0,-0.03,0.01,-0.03,-0.017,0.036,-0.03,-1.608,0.014,0.388,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
150.1,1.0,-0.0,0.024,-0.013,-0.013,0.023,-0.02,-1.605,0.014,0.387,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
150.2,1.0,-0.013,0.031,-0.006,-0.011,0.028,-0.012,-1.601,0.013,0.386,147.91,86.0,40.533855,-3.433863,639.8,6,5,273.2,2.461
150.31,1.0,-0.015,0.062,-0.009,-0.01,0.041,-0.014,-1.599,0.016,0.384,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.41,1.0,-0.028,0.011,-0.008,-0.022,0.03,-0.006,-1.599,0.017,0.383,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.53,1.0,0.005,0.049,0.015,-0.017,0.032,-0.003,-1.6,0.017,0.38,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.61,1.0,0.041,0.063,0.0,0.017,0.051,0.008,-1.601,0.014,0.378,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.71,1.0,0.005,0.041,0.02,0.017,0.055,0.013,-1.596,0.011,0.376,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.81,1.0,0.026,0.063,0.014,0.021,0.052,0.01,-1.594,0.005,0.373,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
150.91,1.0,-0.023,0.024,-0.014,0.005,0.048,0.002,-1.591,0.0,0.371,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
151.02,1.0,-0.013,0.025,0.014,-0.013,0.026,0.004,-1.589,-0.001,0.37,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
151.11,1.0,-0.01,0.015,0.017,-0.007,0.027,0.011,-1.588,-0.003,0.369,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
151.22,1.0,-0.028,0.018,0.019,-0.021,0.018,0.016,-1.593,-0.001,0.368,148.91,86.7,40.533871,-3.434131,640.6,6,5,271.8,2.812
151.31,1.0,-0.016,0.002,0.018,-0.022,0.006,0.018,-1.596,-0.002,0.368,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.42,1.0,-0.003,-0.053,0.011,-0.012,-0.02,0.013,-1.595,-0.002,0.367,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.52,1.0,0.011,-0.033,-0.009,-0.004,-0.038,0.007,-1.594,-0.002,0.367,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.61,1.0,0.003,0.016,-0.005,0.006,-0.001,-0.004,-1.594,-0.0,0.367,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.71,1.0,0.015,0.019,0.011,0.007,0.01,-0.001,-1.594,0.001,0.366,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.82,1.0,0.014,-0.017,0.01,0.016,-0.002,0.007,-1.593,0.002,0.366,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
151.91,1.0,-0.018,-0.011,-0.02,-0.001,-0.011,0.001,-1.593,0.001,0.365,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
152.02,1.0,-0.046,0.007,-0.002,-0.019,-0.001,-0.01,-1.595,-0.004,0.363,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
152.11,1.0,-0.063,0.017,0.009,-0.048,0.005,-0.002,-1.597,-0.006,0.362,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
152.22,1.0,-0.025,0.023,0.007,-0.045,0.017,0.009,-1.597,-0.006,0.36,149.94,87.3,40.533882,-3.434413,641.8,6,5,271.4,1.758
152.32,1.0,0.007,0.006,0.011,-0.012,0.017,0.006,-1.597,-0.012,0.357,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.41,1.0,-0.008,-0.037,0.011,-0.007,-0.011,0.01,-1.596,-0.018,0.355,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.52,1.0,-0.015,-0.067,0.029,-0.015,-0.047,0.022,-1.596,-0.018,0.354,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.61,1.0,-0.024,-0.041,0.022,-0.012,-0.036,0.019,-1.596,-0.017,0.354,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.71,1.0,-0.017,-0.028,0.028,-0.021,-0.031,0.023,-1.595,-0.016,0.353,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.81,1.0,-0.014,-0.053,0.012,-0.015,-0.043,0.023,-1.594,-0.016,0.352,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
152.91,1.0,-0.048,-0.071,0.019,-0.032,-0.065,0.017,-1.593,-0.016,0.351,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
153.02,1.0,-0.041,-0.028,0.02,-0.041,-0.046,0.021,-1.594,-0.015,0.35,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
153.11,1.0,0.016,-0.004,0.006,-0.014,-0.025,0.012,-1.594,-0.015,0.35,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
153.22,1.0,0.022,-0.029,-0.012,0.006,-0.021,0.004,-1.594,-0.015,0.349,150.89000000000001,87.4,40.533886,-3.434711,642.9,6,5,271.1,0.703
153.33,1.0,-0.022,-0.038,-0.001,-0.001,-0.033,-0.002,-1.594,-0.015,0.349,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.42,1.0,-0.026,-0.036,0.005,-0.02,-0.032,0.001,-1.594,-0.014,0.348,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.52,1.0,-0.017,-0.009,0.012,-0.018,-0.028,0.006,-1.594,-0.008,0.347,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.62,1.0,0.035,-0.001,0.036,0.007,-0.009,0.018,-1.594,-0.003,0.346,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.72,1.0,-0.005,0.006,0.014,0.001,-0.005,0.025,-1.598,-0.002,0.344,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.82,1.0,-0.022,-0.006,0.008,-0.01,0.001,0.011,-1.599,-0.008,0.342,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
153.93,1.0,-0.029,0.04,0.007,-0.017,0.018,0.012,-1.601,-0.013,0.338,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
154.02,1.0,-0.024,0.079,0.01,-0.02,0.042,0.012,-1.605,-0.017,0.334,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
154.12,1.0,-0.016,0.044,-0.012,-0.02,0.056,-0.005,-1.606,-0.021,0.33,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
154.22,1.0,-0.014,0.009,0.012,-0.021,0.035,0.007,-1.605,-0.023,0.327,151.99,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.406
154.32,1.0,0.026,0.012,0.012,0.005,0.016,0.008,-1.604,-0.023,0.323,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.42,1.0,-0.008,0.021,0.011,0.006,0.019,0.009,-1.603,-0.027,0.319,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.52,1.0,-0.03,0.018,0.022,-0.011,0.019,0.017,-1.604,-0.033,0.315,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.62,1.0,-0.018,0.002,0.007,-0.022,0.01,0.012,-1.607,-0.033,0.311,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.72,1.0,0.001,0.028,0.019,-0.01,0.016,0.017,-1.609,-0.034,0.307,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.82,1.0,-0.021,0.006,0.01,-0.007,0.019,0.009,-1.613,-0.032,0.303,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
154.92,1.0,-0.049,-0.002,0.0,-0.025,0.01,0.009,-1.614,-0.031,0.299,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
155.02,1.0,-0.004,-0.002,-0.0,-0.029,-0.006,0.002,-1.614,-0.03,0.295,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
155.12,1.0,-0.0,0.021,-0.0,-0.013,0.005,0.002,-1.615,-0.029,0.292,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
155.22,1.0,-0.019,-0.01,-0.013,-0.01,0.008,-0.003,-1.618,-0.029,0.289,152.89000000000001,86.7,40.533882,-3.435295,645.3,6,5,269.3,1.758
155.32,1.0,-0.005,-0.008,0.008,-0.012,-0.0,-0.001,-1.62,-0.033,0.287,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.43,1.0,-0.032,-0.003,-0.021,-0.018,-0.008,-0.01,-1.62,-0.032,0.285,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.52,1.0,-0.004,-0.049,-0.03,-0.017,-0.025,-0.023,-1.618,-0.028,0.283,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.62,1.0,-0.003,-0.023,-0.024,-0.009,-0.029,-0.022,-1.615,-0.025,0.282,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.73,1.0,-0.042,-0.008,-0.026,-0.019,-0.02,-0.023,-1.613,-0.018,0.281,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.84,1.0,-0.028,-0.035,-0.017,-0.027,-0.022,-0.024,-1.612,-0.011,0.279,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
155.93,1.0,0.002,-0.032,0.006,-0.022,-0.025,-0.01,-1.61,-0.012,0.278,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
156.03,1.0,0.032,-0.012,-0.021,0.009,-0.025,-0.008,-1.608,-0.01,0.276,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
156.13,1.0,-0.019,-0.008,-0.034,0.008,-0.014,-0.023,-1.602,-0.009,0.275,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
156.23,1.0,-0.056,-0.003,-0.016,-0.025,-0.006,-0.021,-1.599,-0.003,0.274,153.9,87.7,40.533882,-3.435577,647.0,6,5,268.9,1.055
156.33,1.0,-0.002,-0.029,-0.019,-0.026,-0.014,-0.021,-1.597,0.0,0.273,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.43,1.0,0.028,-0.015,-0.006,0.002,-0.019,-0.011,-1.597,0.002,0.271,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.53,1.0,0.02,-0.01,-0.012,0.016,-0.014,-0.012,-1.596,0.002,0.27,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.63,1.0,-0.007,0.003,-0.004,0.007,-0.006,-0.008,-1.595,0.002,0.268,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.74,1.0,-0.023,0.022,-0.006,-0.006,0.007,-0.009,-1.594,0.001,0.267,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.83,1.0,-0.02,0.023,-0.011,-0.016,0.022,-0.009,-1.594,0.001,0.265,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
156.94,1.0,-0.041,-0.023,-0.003,-0.029,-0.004,-0.003,-1.595,-0.001,0.264,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
157.03,1.0,0.01,-0.011,-0.01,-0.017,-0.012,-0.01,-1.595,-0.003,0.262,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
157.13,1.0,0.013,-0.005,0.0,0.001,-0.006,-0.002,-1.596,-0.002,0.26,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
157.23,1.0,0.003,0.009,0.002,0.006,0.003,-0.001,-1.597,0.003,0.259,154.93,87.3,40.533882,-3.435866,647.6,6,5,270.0,1.055
157.33,1.0,-0.001,-0.022,0.009,0.001,-0.006,0.005,-1.6,0.005,0.257,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.44,1.0,-0.017,-0.01,0.015,-0.005,-0.012,0.01,-1.602,0.003,0.256,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.53,1.0,-0.024,-0.02,-0.0,-0.013,-0.016,0.005,-1.604,0.005,0.254,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.63,1.0,-0.029,0.005,0.007,-0.026,-0.011,0.002,-1.608,0.005,0.253,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.73,1.0,-0.002,0.011,-0.002,-0.019,0.0,0.003,-1.612,0.005,0.251,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.83,1.0,0.012,-0.004,0.005,0.003,0.008,0.006,-1.614,0.003,0.25,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
157.93,1.0,-0.007,-0.01,0.006,-0.003,-0.005,0.006,-1.617,0.003,0.249,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
158.03,1.0,0.001,-0.016,0.019,-0.004,-0.011,0.01,-1.619,0.008,0.248,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
158.13,1.0,0.024,-0.001,0.017,0.01,-0.007,0.016,-1.618,0.01,0.248,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
158.23,1.0,0.022,-0.022,-0.002,0.023,-0.01,0.005,-1.618,0.008,0.247,155.9,88.0,40.533882,-3.436156,648.9,6,5,270.4,1.406
158.33,1.0,-0.044,-0.028,0.005,-0.004,-0.018,0.009,-1.619,0.007,0.246,156.89000000000001,88.0,40.533882,-3.436451,649.8,6,5,270.4,0.352
158.44,1.0,-0.072,-0.027,0.01,-0.044,-0.027,0.005,-1.62,0.005,0.246,156.89000000000001,88.0,40.533882,-3.436451,649.8,6,5,270.4,0.352
